County,Fips,Topic,Subtopic,Year,Measure,Value,State Value,Number,"Crude Rate per 100,000",Crude Rate (per 500 pop.),Lower Limit,Upper Limit,People per License,Total Licenses,Type A Licenses,Type B Licenses,Type C Licenses,Type Unknown Licenses
Eau Claire,55035,Alcohol,Outlet Density,2017,Total Licenses,247,17100,,,,,,,247,,,,
Eau Claire,55035,Alcohol,Outlet Density,2017,Type A,84,4866,,,,,,,,84,,,
Eau Claire,55035,Alcohol,Outlet Density,2017,Type B,180,12882,,,,,,,,,180,,
Eau Claire,55035,Alcohol,Outlet Density,2017,Type C,18,882,,,,,,,,,,18,
Eau Claire,55035,Alcohol,Outlet Density,2017,Type Unknown,0,5,,,,,,,,,,,0
Eau Claire,55035,Alcohol,Outlet Density,2018,Crude Rate (per 500 pop.),1.22,1.47,,,1.22,,,,,,,,
Eau Claire,55035,Alcohol,Outlet Density,2018,People per License,409.81,339.74,,,,,,409.81,,,,,
Eau Claire,55035,Alcohol,Outlet Density,2018,Total Licenses,255,17116,,,,,,,255,,,,
Eau Claire,55035,Alcohol,Outlet Density,2018,Type A,84,4954,,,,,,,,84,,,
Eau Claire,55035,Alcohol,Outlet Density,2018,Type B,188,12899,,,,,,,,,188,,
Eau Claire,55035,Alcohol,Outlet Density,2018,Type C,18,914,,,,,,,,,,18,
Eau Claire,55035,Alcohol,Outlet Density,2018,Type Unknown,0,9,,,,,,,,,,,0
Eau Claire,55035,Alcohol,Outlet Density,2019,Crude Rate (per 500 pop.),1.27,1.47,,,1.27,,,,,,,,
Eau Claire,55035,Alcohol,Outlet Density,2019,People per License,394.22,341.13,,,,,,394.22,,,,,
Eau Claire,55035,Alcohol,Outlet Density,2019,Total Licenses,266,17086,,,,,,,266,,,,
Eau Claire,55035,Alcohol,Outlet Density,2019,Type A,85,4665,,,,,,,,85,,,
Eau Claire,55035,Alcohol,Outlet Density,2019,Type B,188,12099,,,,,,,,,188,,
Eau Claire,55035,Alcohol,Outlet Density,2019,Type C,24,862,,,,,,,,,,24,
Eau Claire,55035,Alcohol,Outlet Density,2019,Type Unknown,9,965,,,,,,,,,,,9
Eau Claire,55035,Alcohol,Outlet Density,2020,Crude Rate (per 500 pop.),1.23,1.45,,,1.23,,,,,,,,
Eau Claire,55035,Alcohol,Outlet Density,2020,People per License,407.14,345.04,,,,,,407.14,,,,,
Eau Claire,55035,Alcohol,Outlet Density,2020,Total Licenses,260,16996,,,,,,,260,,,,
Eau Claire,55035,Alcohol,Outlet Density,2020,Type A,83,4508,,,,,,,,83,,,
Eau Claire,55035,Alcohol,Outlet Density,2020,Type B,178,11381,,,,,,,,,178,,
Eau Claire,55035,Alcohol,Outlet Density,2020,Type C,19,778,,,,,,,,,,19,
Eau Claire,55035,Alcohol,Outlet Density,2020,Type Unknown,15,1757,,,,,,,,,,,15
Florence,55037,Alcohol,Hospitalizations,2000,"Crude Rate per 100,000",216.71,827.88,,216.71,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2000,Lower Limit,88.64,820.18,,,,88.64,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2000,Number,11,44490,11,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2000,Upper Limit,344.77,835.57,,,,,344.77,,,,,,
Florence,55037,Alcohol,Hospitalizations,2001,"Crude Rate per 100,000",337.57,843.3,,337.57,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2001,Lower Limit,177.1,835.56,,,,177.1,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2001,Number,17,45596,17,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2001,Upper Limit,498.04,851.04,,,,,498.04,,,,,,
Florence,55037,Alcohol,Hospitalizations,2002,"Crude Rate per 100,000",434.1,840.84,,434.1,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2002,Lower Limit,252.7,833.14,,,,252.7,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2002,Number,22,45785,22,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2002,Upper Limit,615.49,848.54,,,,,615.49,,,,,,
Florence,55037,Alcohol,Hospitalizations,2003,"Crude Rate per 100,000",342.74,831.54,,342.74,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2003,Lower Limit,179.81,823.91,,,,179.81,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2003,Number,17,45562,17,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2003,Upper Limit,505.67,839.18,,,,,505.67,,,,,,
Florence,55037,Alcohol,Hospitalizations,2004,"Crude Rate per 100,000",286.3,860.64,,286.3,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2004,Lower Limit,136.33,852.9,,,,136.33,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2004,Number,14,47456,14,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2004,Upper Limit,436.27,868.38,,,,,436.27,,,,,,
Florence,55037,Alcohol,Hospitalizations,2005,"Crude Rate per 100,000",352.33,877.78,,352.33,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2005,Lower Limit,184.84,869.98,,,,184.84,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2005,Number,17,48683,17,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2005,Upper Limit,519.82,885.57,,,,,519.82,,,,,,
Florence,55037,Alcohol,Hospitalizations,2006,"Crude Rate per 100,000",229.45,895.3,,229.45,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2006,Lower Limit,93.86,887.45,,,,93.86,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2006,Number,11,49937,11,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2006,Upper Limit,365.05,903.16,,,,,365.05,,,,,,
Florence,55037,Alcohol,Hospitalizations,2007,"Crude Rate per 100,000",320.38,910.91,,320.38,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2007,Lower Limit,158.24,903.01,,,,158.24,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2007,Number,15,51109,15,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2007,Upper Limit,482.51,918.81,,,,,482.51,,,,,,
Florence,55037,Alcohol,Hospitalizations,2008,"Crude Rate per 100,000",197.2,917.11,,197.2,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2008,Lower Limit,68.36,909.2,,,,68.36,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2008,Number,9,51734,9,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2008,Upper Limit,326.03,925.01,,,,,326.03,,,,,,
Florence,55037,Alcohol,Hospitalizations,2009,"Crude Rate per 100,000",289.27,883.1,,289.27,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2009,Lower Limit,132.02,875.36,,,,132.02,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2009,Number,13,50065,13,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2009,Upper Limit,446.53,890.83,,,,,446.53,,,,,,
Florence,55037,Alcohol,Hospitalizations,2010,"Crude Rate per 100,000",432.01,884.19,,432.01,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2010,Lower Limit,237.76,876.46,,,,237.76,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2010,Number,19,50315,19,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2010,Upper Limit,626.27,891.91,,,,,626.27,,,,,,
Florence,55037,Alcohol,Hospitalizations,2011,"Crude Rate per 100,000",228.15,855.44,,228.15,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2011,Lower Limit,86.74,847.85,,,,86.74,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2011,Number,10,48810,10,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2011,Upper Limit,369.57,863.03,,,,,369.57,,,,,,
Florence,55037,Alcohol,Hospitalizations,2012,"Crude Rate per 100,000",114.44,867.43,,114.44,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2012,Lower Limit,14.13,859.8,,,,14.13,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2012,Number,5,49624,5,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2012,Upper Limit,214.76,875.06,,,,,214.76,,,,,,
Florence,55037,Alcohol,Hospitalizations,2013,"Crude Rate per 100,000",182.36,829.33,,182.36,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2013,Lower Limit,55.99,821.88,,,,55.99,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2013,Number,8,47587,8,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2013,Upper Limit,308.72,836.78,,,,,308.72,,,,,,
Florence,55037,Alcohol,Hospitalizations,2014,"Crude Rate per 100,000",276.05,835.15,,276.05,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2014,Lower Limit,119.86,827.69,,,,119.86,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2014,Number,12,48048,12,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2014,Upper Limit,432.24,842.62,,,,,432.24,,,,,,
Florence,55037,Alcohol,Hospitalizations,2015,"Crude Rate per 100,000",345.38,829.42,,345.38,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2015,Lower Limit,170.6,821.99,,,,170.6,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2015,Number,15,47799,15,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2015,Upper Limit,520.17,836.86,,,,,520.17,,,,,,
Florence,55037,Alcohol,Hospitalizations,2016,"Crude Rate per 100,000",185.1,742.71,,185.1,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2016,Lower Limit,56.83,735.69,,,,56.83,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2016,Number,8,42893,8,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2016,Upper Limit,313.37,749.74,,,,,313.37,,,,,,
Florence,55037,Alcohol,Hospitalizations,2017,"Crude Rate per 100,000",322.21,750.99,,322.21,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2017,Lower Limit,153.43,743.93,,,,153.43,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2017,Number,14,43506,14,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2017,Upper Limit,490.99,758.05,,,,,490.99,,,,,,
Florence,55037,Alcohol,Hospitalizations,2018,"Crude Rate per 100,000",395.81,759.56,,395.81,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2018,Lower Limit,207.65,752.47,,,,207.65,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2018,Number,17,44125,17,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2018,Upper Limit,583.96,766.64,,,,,583.96,,,,,,
Florence,55037,Alcohol,Hospitalizations,2019,"Crude Rate per 100,000",441.86,761.96,,441.86,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2019,Lower Limit,243.18,754.87,,,,243.18,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2019,Number,19,44381,19,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2019,Upper Limit,640.55,769.05,,,,,640.55,,,,,,
Florence,55037,Alcohol,Hospitalizations,2020,"Crude Rate per 100,000",350.88,719.59,,350.88,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2020,Lower Limit,178.95,712.74,,,,178.95,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2020,Number,16,42429,16,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2020,Upper Limit,522.81,726.44,,,,,522.81,,,,,,
Florence,55037,Alcohol,Hospitalizations,2021,"Crude Rate per 100,000",348.89,727.15,,348.89,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2021,Lower Limit,177.93,720.25,,,,177.93,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2021,Number,16,42757,16,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2021,Upper Limit,519.84,734.04,,,,,519.84,,,,,,
Florence,55037,Alcohol,Hospitalizations,2022,"Crude Rate per 100,000",255.97,691.01,,255.97,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2022,Lower Limit,111.14,684.3,,,,111.14,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2022,Number,12,40718,12,,,,,,,,,,
Florence,55037,Alcohol,Hospitalizations,2022,Upper Limit,400.8,697.72,,,,,400.8,,,,,,
Florence,55037,Alcohol,Outlet Density,2010,Crude Rate (per 500 pop.),5.13,1.5,,,5.13,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2010,People per License,97.56,334.38,,,,,,97.56,,,,,
Florence,55037,Alcohol,Outlet Density,2010,Total Licenses,45,17041,,,,,,,45,,,,
Florence,55037,Alcohol,Outlet Density,2010,Type A,10,4057,,,,,,,,10,,,
Florence,55037,Alcohol,Outlet Density,2010,Type B,35,12372,,,,,,,,,35,,
Florence,55037,Alcohol,Outlet Density,2010,Type C,1,698,,,,,,,,,,1,
Florence,55037,Alcohol,Outlet Density,2010,Type Unknown,1,733,,,,,,,,,,,1
Florence,55037,Alcohol,Outlet Density,2011,Crude Rate (per 500 pop.),4.91,1.49,,,4.91,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2011,People per License,101.73,335.3,,,,,,101.73,,,,,
Florence,55037,Alcohol,Outlet Density,2011,Total Licenses,43,17040,,,,,,,43,,,,
Florence,55037,Alcohol,Outlet Density,2011,Type A,10,3890,,,,,,,,10,,,
Florence,55037,Alcohol,Outlet Density,2011,Type B,34,11788,,,,,,,,,34,,
Florence,55037,Alcohol,Outlet Density,2011,Type C,9,696,,,,,,,,,,9,
Florence,55037,Alcohol,Outlet Density,2011,Type Unknown,0,1533,,,,,,,,,,,0
Florence,55037,Alcohol,Outlet Density,2012,Crude Rate (per 500 pop.),5.14,1.49,,,5.14,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2012,People per License,97.23,336.2,,,,,,97.23,,,,,
Florence,55037,Alcohol,Outlet Density,2012,Total Licenses,45,17040,,,,,,,45,,,,
Florence,55037,Alcohol,Outlet Density,2012,Type A,9,4311,,,,,,,,9,,,
Florence,55037,Alcohol,Outlet Density,2012,Type B,37,12872,,,,,,,,,37,,
Florence,55037,Alcohol,Outlet Density,2012,Type C,1,741,,,,,,,,,,1,
Florence,55037,Alcohol,Outlet Density,2012,Type Unknown,0,97,,,,,,,,,,,0
Florence,55037,Alcohol,Outlet Density,2013,Crude Rate (per 500 pop.),5.16,1.48,,,5.16,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2013,People per License,96.99,338.52,,,,,,96.99,,,,,
Florence,55037,Alcohol,Outlet Density,2013,Total Licenses,45,16968,,,,,,,45,,,,
Florence,55037,Alcohol,Outlet Density,2013,Type A,11,4382,,,,,,,,11,,,
Florence,55037,Alcohol,Outlet Density,2013,Type B,40,12842,,,,,,,,,40,,
Florence,55037,Alcohol,Outlet Density,2013,Type C,0,734,,,,,,,,,,0,
Florence,55037,Alcohol,Outlet Density,2013,Type Unknown,0,26,,,,,,,,,,,0
Florence,55037,Alcohol,Outlet Density,2014,Crude Rate (per 500 pop.),5.06,1.47,,,5.06,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2014,People per License,98.76,340.6,,,,,,98.76,,,,,
Florence,55037,Alcohol,Outlet Density,2014,Total Licenses,44,16898,,,,,,,44,,,,
Florence,55037,Alcohol,Outlet Density,2014,Type A,11,4412,,,,,,,,11,,,
Florence,55037,Alcohol,Outlet Density,2014,Type B,39,12822,,,,,,,,,39,,
Florence,55037,Alcohol,Outlet Density,2014,Type C,0,743,,,,,,,,,,0,
Florence,55037,Alcohol,Outlet Density,2014,Type Unknown,0,12,,,,,,,,,,,0
Florence,55037,Alcohol,Outlet Density,2015,Crude Rate (per 500 pop.),5.18,1.47,,,5.18,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2015,People per License,96.44,340.24,,,,,,96.44,,,,,
Florence,55037,Alcohol,Outlet Density,2015,Total Licenses,45,16948,,,,,,,45,,,,
Florence,55037,Alcohol,Outlet Density,2015,Type A,11,4466,,,,,,,,11,,,
Florence,55037,Alcohol,Outlet Density,2015,Type B,40,12750,,,,,,,,,40,,
Florence,55037,Alcohol,Outlet Density,2015,Type C,0,853,,,,,,,,,,0,
Florence,55037,Alcohol,Outlet Density,2015,Type Unknown,0,15,,,,,,,,,,,0
Florence,55037,Alcohol,Outlet Density,2016,Crude Rate (per 500 pop.),4.94,1.47,,,4.94,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2016,People per License,101.22,340.01,,,,,,101.22,,,,,
Florence,55037,Alcohol,Outlet Density,2016,Total Licenses,43,17012,,,,,,,43,,,,
Florence,55037,Alcohol,Outlet Density,2016,Type A,11,4684,,,,,,,,11,,,
Florence,55037,Alcohol,Outlet Density,2016,Type B,38,12757,,,,,,,,,38,,
Florence,55037,Alcohol,Outlet Density,2016,Type C,0,908,,,,,,,,,,0,
Florence,55037,Alcohol,Outlet Density,2016,Type Unknown,0,8,,,,,,,,,,,0
Florence,55037,Alcohol,Outlet Density,2017,Crude Rate (per 500 pop.),4.84,1.47,,,4.84,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2017,People per License,103.3,339.35,,,,,,103.3,,,,,
Florence,55037,Alcohol,Outlet Density,2017,Total Licenses,42,17100,,,,,,,42,,,,
Florence,55037,Alcohol,Outlet Density,2017,Type A,11,4866,,,,,,,,11,,,
Florence,55037,Alcohol,Outlet Density,2017,Type B,37,12882,,,,,,,,,37,,
Florence,55037,Alcohol,Outlet Density,2017,Type C,0,882,,,,,,,,,,0,
Florence,55037,Alcohol,Outlet Density,2017,Type Unknown,0,5,,,,,,,,,,,0
Florence,55037,Alcohol,Outlet Density,2018,Crude Rate (per 500 pop.),4.54,1.47,,,4.54,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2018,People per License,110.12,339.74,,,,,,110.12,,,,,
Florence,55037,Alcohol,Outlet Density,2018,Total Licenses,39,17116,,,,,,,39,,,,
Florence,55037,Alcohol,Outlet Density,2018,Type A,10,4954,,,,,,,,10,,,
Florence,55037,Alcohol,Outlet Density,2018,Type B,30,12899,,,,,,,,,30,,
Florence,55037,Alcohol,Outlet Density,2018,Type C,0,914,,,,,,,,,,0,
Florence,55037,Alcohol,Outlet Density,2018,Type Unknown,0,9,,,,,,,,,,,0
Florence,55037,Alcohol,Outlet Density,2019,Crude Rate (per 500 pop.),4.42,1.47,,,4.42,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2019,People per License,113.13,341.13,,,,,,113.13,,,,,
Florence,55037,Alcohol,Outlet Density,2019,Total Licenses,38,17086,,,,,,,38,,,,
Florence,55037,Alcohol,Outlet Density,2019,Type A,10,4665,,,,,,,,10,,,
Florence,55037,Alcohol,Outlet Density,2019,Type B,28,12099,,,,,,,,,28,,
Florence,55037,Alcohol,Outlet Density,2019,Type C,0,862,,,,,,,,,,0,
Florence,55037,Alcohol,Outlet Density,2019,Type Unknown,1,965,,,,,,,,,,,1
Florence,55037,Alcohol,Outlet Density,2020,Crude Rate (per 500 pop.),3.82,1.45,,,3.82,,,,,,,,
Florence,55037,Alcohol,Outlet Density,2020,People per License,130.75,345.04,,,,,,130.75,,,,,
Florence,55037,Alcohol,Outlet Density,2020,Total Licenses,34,16996,,,,,,,34,,,,
Florence,55037,Alcohol,Outlet Density,2020,Type A,8,4508,,,,,,,,8,,,
Florence,55037,Alcohol,Outlet Density,2020,Type B,25,11381,,,,,,,,,25,,
Florence,55037,Alcohol,Outlet Density,2020,Type C,0,778,,,,,,,,,,0,
Florence,55037,Alcohol,Outlet Density,2020,Type Unknown,2,1757,,,,,,,,,,,2
Fond du Lac,55039,Alcohol,Hospitalizations,2000,"Crude Rate per 100,000",961.08,827.88,,961.08,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2000,Lower Limit,899.51,820.18,,,,899.51,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2000,Number,936,44490,936,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2000,Upper Limit,1022.66,835.57,,,,,1022.66,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2001,"Crude Rate per 100,000",986.14,843.3,,986.14,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2001,Lower Limit,923.92,835.56,,,,923.92,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2001,Number,965,45596,965,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2001,Upper Limit,1048.36,851.04,,,,,1048.36,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2002,"Crude Rate per 100,000",982.7,840.84,,982.7,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2002,Lower Limit,920.67,833.14,,,,920.67,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2002,Number,964,45785,964,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2002,Upper Limit,1044.74,848.54,,,,,1044.74,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2003,"Crude Rate per 100,000",885.55,831.54,,885.55,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2003,Lower Limit,826.77,823.91,,,,826.77,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2003,Number,872,45562,872,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2003,Upper Limit,944.33,839.18,,,,,944.33,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2004,"Crude Rate per 100,000",700.5,860.64,,700.5,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2004,Lower Limit,648.35,852.9,,,,648.35,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2004,Number,693,47456,693,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2004,Upper Limit,752.66,868.38,,,,,752.66,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2005,"Crude Rate per 100,000",704.96,877.78,,704.96,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2005,Lower Limit,652.73,869.98,,,,652.73,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2005,Number,700,48683,700,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2005,Upper Limit,757.18,885.57,,,,,757.18,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2006,"Crude Rate per 100,000",690.55,895.3,,690.55,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2006,Lower Limit,639.03,887.45,,,,639.03,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2006,Number,690,49937,690,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2006,Upper Limit,742.08,903.16,,,,,742.08,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2007,"Crude Rate per 100,000",712.3,910.91,,712.3,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2007,Lower Limit,660.12,903.01,,,,660.12,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2007,Number,716,51109,716,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2007,Upper Limit,764.47,918.81,,,,,764.47,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2008,"Crude Rate per 100,000",734.76,917.11,,734.76,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2008,Lower Limit,681.92,909.2,,,,681.92,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2008,Number,743,51734,743,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2008,Upper Limit,787.59,925.01,,,,,787.59,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2009,"Crude Rate per 100,000",653.05,883.1,,653.05,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2009,Lower Limit,603.31,875.36,,,,603.31,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2009,Number,662,50065,662,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2009,Upper Limit,702.8,890.83,,,,,702.8,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2010,"Crude Rate per 100,000",823.99,884.19,,823.99,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2010,Lower Limit,768.17,876.46,,,,768.17,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2010,Number,837,50315,837,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2010,Upper Limit,879.81,891.91,,,,,879.81,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2011,"Crude Rate per 100,000",735.6,855.44,,735.6,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2011,Lower Limit,682.92,847.85,,,,682.92,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2011,Number,749,48810,749,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2011,Upper Limit,788.28,863.03,,,,,788.28,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2012,"Crude Rate per 100,000",735.74,867.43,,735.74,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2012,Lower Limit,683.05,859.8,,,,683.05,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2012,Number,749,49624,749,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2012,Upper Limit,788.43,875.06,,,,,788.43,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2013,"Crude Rate per 100,000",765.17,829.33,,765.17,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2013,Lower Limit,711.43,821.88,,,,711.43,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2013,Number,779,47587,779,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2013,Upper Limit,818.9,836.78,,,,,818.9,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2014,"Crude Rate per 100,000",789.27,835.15,,789.27,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2014,Lower Limit,734.75,827.69,,,,734.75,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2014,Number,805,48048,805,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2014,Upper Limit,843.79,842.62,,,,,843.79,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2015,"Crude Rate per 100,000",747.28,829.42,,747.28,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2015,Lower Limit,694.22,821.99,,,,694.22,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2015,Number,762,47799,762,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2015,Upper Limit,800.34,836.86,,,,,800.34,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2016,"Crude Rate per 100,000",759.38,742.71,,759.38,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2016,Lower Limit,705.95,735.69,,,,705.95,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2016,Number,776,42893,776,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2016,Upper Limit,812.81,749.74,,,,,812.81,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2017,"Crude Rate per 100,000",851.22,750.99,,851.22,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2017,Lower Limit,794.69,743.93,,,,794.69,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2017,Number,871,43506,871,,,,,,,,,,
Fond du Lac,55039,Alcohol,Hospitalizations,2017,Upper Limit,907.75,758.05,,,,,907.75,,,,,,
